Nome: MARINGA
Codigo Estacao: A835
Latitude: -23.40527777
Longitude: -51.93277777
Altitude: 548.51
Situacao: Operante
Data Inicial: 2006-11-20
Data Final: 2024-07-07
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);
2017-08-29;0;32,6;
2017-08-30;0;34,5;
2017-08-31;0;33,3;
2017-09-01;0;29,9;
2017-09-02;0;29,3;
2017-09-03;0;30;
2017-09-04;0;30,9;
2017-09-05;0;31,4;
2017-09-06;0;31,5;
2017-09-07;0;32,5;
2017-09-08;0;33,3;
2017-09-09;0;33,6;
2017-09-10;0;33,6;
2017-09-11;0;34,2;
2017-09-12;0;34,8;
2017-09-13;0;33,3;
2017-09-14;0;34,8;
2017-09-15;0;35,3;
2017-09-16;0;33,8;
2017-09-17;0;33,1;
2017-09-18;0;34;
2017-09-19;0;34,3;
2017-09-20;0;33,7;
2017-09-21;0;33,4;
2017-09-22;0;34,4;
2017-09-23;0;33,8;
2017-09-24;0;32,1;
2017-09-25;0;31,1;
2017-09-26;0;29,7;
2017-09-27;0;33,8;
2017-09-28;0;34,4;
2017-09-29;16,8;29,5;
2017-09-30;13;24,6;
2017-10-01;6,8;27,1;
2017-10-02;42;23,4;
2017-10-03;1,2;24,2;
2017-10-04;0;28,4;
2017-10-05;0;33,1;
2017-10-06;0;35,5;
2017-10-07;2,6;29,1;
2017-10-08;38,4;22,7;
2017-10-09;2,8;27;
2017-10-10;0;32,4;
2017-10-11;0;36,5;
2017-10-12;0;36,2;
2017-10-13;0;36,4;
2017-10-14;0;30,1;
2017-10-15;0;31,5;
2017-10-16;0;30,9;
2017-10-17;0;34;
2017-10-18;0;36,3;
2017-10-19;0;35;
2017-10-20;17,4;27;
2017-10-21;0;26,9;
2017-10-22;41,4;21,2;
2017-10-23;3,2;27;
2017-10-24;0;29,7;
2017-10-25;0;30,1;
2017-10-26;17,6;22,7;
2017-10-27;5;22,8;
2017-10-28;27,6;27,9;
2017-10-29;0;31,2;
2017-10-30;7;25,5;
2017-10-31;20,6;28,7;
2017-11-01;9;28,9;
2017-11-02;1,8;30,6;
2017-11-03;0;31,3;
2017-11-04;21,6;28,9;
2017-11-05;32;25,2;
2017-11-06;1,2;24,7;
2017-11-07;,2;29,1;
2017-11-08;,8;24,4;
2017-11-09;1,2;30,4;
2017-11-10;0;30,4;
2017-11-11;3;27,7;
2017-11-12;0;29,3;
2017-11-13;0;31,3;
2017-11-14;0;31,9;
2017-11-15;0;34,5;
2017-11-16;0;35,2;
2017-11-17;8,2;31,4;
2017-11-18;0;27,7;
2017-11-19;8,2;28,8;
2017-11-20;0;30,3;
2017-11-21;,8;31;
2017-11-22;8,2;28,7;
2017-11-23;0;30,1;
2017-11-24;0;32,5;
2017-11-25;0;30,6;
2017-11-26;17,8;27,4;
2017-11-27;7,2;29;
2017-11-28;8;29,7;
2017-11-29;0;30,9;
2017-11-30;0;27;
2017-12-01;0;28,3;
2017-12-02;0;29,6;
2017-12-03;0;30,8;
2017-12-04;0;31,4;
2017-12-05;,2;32,5;
2017-12-06;26,2;27;
2017-12-07;2,4;25,3;
2017-12-08;33,8;31,2;
2017-12-09;0;31,5;
2017-12-10;0;31,6;
2017-12-11;0;30,9;
2017-12-12;0;30,8;
2017-12-13;0;31,3;
2017-12-14;0;32,8;
2017-12-15;0;32,8;
2017-12-16;0;34,1;
2017-12-17;0;33,7;
2017-12-18;,2;32,3;
2017-12-19;2;33,1;
2017-12-20;,2;27,3;
2017-12-21;12,2;24,8;
2017-12-22;10,6;27,8;
2017-12-23;,6;27,2;
2017-12-24;22,8;27,4;
2017-12-25;2,8;27,3;
2017-12-26;16;24,5;
2017-12-27;26,8;28,5;
2017-12-28;11;28,2;
2017-12-29;2,4;26,8;
2017-12-30;23,4;29;
2017-12-31;,6;31,5;
2018-01-01;0;31,2;
2018-01-02;80,2;22;
2018-01-03;26,2;28,8;
2018-01-04;0;30,5;
2018-01-05;0;32,3;
2018-01-06;0;28,6;
2018-01-07;51,4;28,9;
2018-01-08;14,8;26,3;
2018-01-09;5,4;22,1;
2018-01-10;20,4;27,6;
2018-01-11;6;28,8;
2018-01-12;0;28,6;
2018-01-13;35,4;27,9;
2018-01-14;5;29,4;
2018-01-15;6,4;29,4;
2018-01-16;25,8;29,4;
2018-01-17;12;30,5;
2018-01-18;,8;31,2;
2018-01-19;2,4;29,2;
2018-01-20;7,6;31;
2018-01-21;,2;32,5;
2018-01-22;0;32,1;
2018-01-23;3,4;33,4;
2018-01-24;0;32,9;
2018-01-25;0;31,3;
2018-01-26;2;31,2;
2018-01-27;0;30,3;
2018-01-28;1;30,9;
2018-01-29;9;29,1;
2018-01-30;9,4;28,3;
2018-01-31;,2;30,3;
2018-02-01;0;29,5;
2018-02-02;0;29,3;
2018-02-03;0;30,7;
2018-02-04;0;30,5;
2018-02-05;0;29,8;
2018-02-06;0;31;
2018-02-07;0;32,6;
2018-02-08;0;33,4;
2018-02-09;0;32,3;
2018-02-10;20,6;25,3;
2018-02-11;,8;29;
2018-02-12;17,6;28;
2018-02-13;,2;26,3;
2018-02-14;0;29,2;
2018-02-15;0;30,1;
2018-02-16;0;30,4;
2018-02-17;0;27,4;
2018-02-18;,2;27,8;
2018-02-19;12,2;23,3;
2018-02-20;30;25,2;
2018-02-21;,2;29,8;
2018-02-22;0;30,6;
2018-02-23;0;31,4;
2018-02-24;0;31,7;
2018-02-25;0;31,9;
2018-02-26;0;31,6;
2018-02-27;0;29,7;
2018-02-28;0;28;
2018-03-01;37,4;31,4;
2018-03-02;0;31,2;
2018-03-03;0;32,2;
2018-03-04;3,8;31,9;
2018-03-05;,6;32,4;
2018-03-06;0;32,7;
2018-03-07;0;31,8;
2018-03-08;0;30,8;
2018-03-09;19,2;30,7;
2018-03-10;31,6;31;
2018-03-11;0;33,3;
2018-03-12;0;33,9;
2018-03-13;5,6;33,8;
2018-03-14;14;33,7;
2018-03-15;0;31,6;
2018-03-16;11;31,3;
2018-03-17;3,4;33,4;
2018-03-18;0;33,8;
2018-03-19;0;33,5;
2018-03-20;37,6;34,3;
2018-03-21;0;29,7;
2018-03-22;,6;29,1;
2018-03-23;2,4;26,2;
2018-03-24;9,6;32,6;
2018-03-25;0;28,9;
2018-03-26;11,8;28,2;
2018-03-27;3,2;27,2;
2018-03-28;0;28,9;
2018-03-29;,2;30,3;
2018-03-30;6;28,7;
2018-03-31;5,8;25,8;
2018-04-01;0;26,4;
2018-04-02;22,4;28;
2018-04-03;0;28,7;
2018-04-04;0;28,5;
2018-04-05;0;30,1;
2018-04-06;0;30,7;
2018-04-07;0;30,5;
2018-04-08;0;30,9;
2018-04-09;0;30,9;
2018-04-10;0;29,8;
2018-04-11;0;30,3;
2018-04-12;0;30,5;
2018-04-13;0;30,7;
2018-04-14;0;30,6;
2018-04-15;2,2;25,1;
2018-04-16;0;26,1;
2018-04-17;0;27,6;
2018-04-18;0;28,5;
2018-04-19;0;29,8;
2018-04-20;0;30,2;
2018-04-21;0;30,9;
2018-04-22;0;30,6;
2018-04-23;0;30;
2018-04-24;0;30,1;
2018-04-25;0;30,1;
2018-04-26;0;30,9;
2018-04-27;0;30,5;
2018-04-28;0;31;
2018-04-29;0;31,1;
2018-04-30;0;32,3;
2018-05-01;0;32,5;
2018-05-02;0;30,4;
2018-05-03;0;31,1;
2018-05-04;0;30,8;
2018-05-05;0;31,3;
2018-05-06;0;28,2;
2018-05-07;0;29;
2018-05-08;0;28,2;
2018-05-09;0;28,4;
2018-05-10;0;29;
2018-05-11;0;27;
2018-05-12;0;24,7;
2018-05-13;0;26,8;
2018-05-14;0;28,2;
2018-05-15;0;30;
2018-05-16;9;24,8;
2018-05-17;0;27,4;
2018-05-18;2,2;28,5;
2018-05-19;33;21,5;
2018-05-20;,2;17,2;
2018-05-21;0;21;
2018-05-22;0;22;
2018-05-23;0;25,3;
2018-05-24;0;23,6;
2018-05-25;0;26,4;
2018-05-26;0;26,3;
2018-05-27;0;26,8;
2018-05-28;0;25,8;
2018-05-29;0;26,2;
2018-05-30;0;26,7;
2018-05-31;0;27;
2018-06-01;0;22,5;
2018-06-02;1,4;20,3;
2018-06-03;11,6;19,8;
2018-06-04;1,8;20;
2018-06-05;0;21;
2018-06-06;0;20;
2018-06-07;0;17,1;
2018-06-08;1,4;20,4;
2018-06-09;0;22,7;
2018-06-10;0;28,3;
2018-06-11;0;30,6;
2018-06-12;0;25,4;
2018-06-13;46,2;20,6;
2018-06-14;0;19,6;
2018-06-15;0;18,9;
2018-06-16;0;21,3;
2018-06-17;0;23,9;
2018-06-18;0;23,2;
2018-06-19;0;24,5;
2018-06-20;0;26,3;
2018-06-21;0;27,7;
2018-06-22;0;28;
2018-06-23;0;29,2;
2018-06-24;0;30;
2018-06-25;0;29,3;
2018-06-26;0;28,1;
2018-06-27;0;27,5;
2018-06-28;0;29,6;
2018-06-29;0;28,4;
2018-06-30;0;28,5;
2018-07-01;0;29;
2018-07-02;0;29,1;
2018-07-03;0;29,3;
2018-07-04;0;28,6;
2018-07-05;0;30;
2018-07-06;0;28,9;
2018-07-07;0;28,5;
2018-07-08;0;28,4;
2018-07-09;0;21,5;
2018-07-10;0;17,4;
2018-07-11;0;20,6;
2018-07-12;0;20,8;
2018-07-13;0;26,2;
2018-07-14;0;29,2;
2018-07-15;0;30,5;
2018-07-16;0;31,1;
2018-07-17;0;29,3;
2018-07-18;0;29,7;
2018-07-19;0;30,3;
2018-07-20;0;30,6;
2018-07-21;0;23,7;
2018-07-22;0;26,6;
2018-07-23;0;29,3;
2018-07-24;0;28,6;
2018-07-25;0;26,6;
2018-07-26;0;28,3;
2018-07-27;0;29,5;
2018-07-28;0;29,8;
2018-07-29;0;29,1;
2018-07-30;0;28,3;
2018-07-31;5,4;23,5;
2018-08-01;0;20,5;
2018-08-02;0;25,7;
2018-08-03;58,6;21,3;
2018-08-04;84;18,6;
2018-08-05;0;19;
2018-08-06;10,8;18,7;
2018-08-07;0;20,7;
2018-08-08;,2;21;
2018-08-09;15,8;18,1;
2018-08-10;0;18,1;
2018-08-11;0;23,2;
2018-08-12;0;26;
2018-08-13;0;26,2;
2018-08-14;0;28,8;
2018-08-15;0;24,1;
2018-08-16;1,6;23,1;
2018-08-17;0;25,4;
2018-08-18;0;27,2;
2018-08-19;0;29,1;
2018-08-20;0;30,5;
2018-08-21;0;23,9;
2018-08-22;4;19,6;
2018-08-23;6,2;27,8;
2018-08-24;0;29,6;
2018-08-25;43;21;
2018-08-26;0;21,2;
2018-08-27;0;24,3;
2018-08-28;0;28,5;
2018-08-29;0;29,9;
2018-08-30;0;31,9;
2018-08-31;0;33,2;
2018-09-01;0;33,6;
2018-09-02;0;21,7;
2018-09-03;18;15,4;
2018-09-04;1;22,2;
2018-09-05;0;23,4;
2018-09-06;0;26,4;
2018-09-07;0;29,9;
2018-09-08;0;32,2;
2018-09-09;0;30,8;
2018-09-10;0;31,2;
2018-09-11;0;29,9;
2018-09-12;0;29,5;
2018-09-13;0;27,9;
2018-09-14;9,6;23,5;
2018-09-15;,2;26,8;
2018-09-16;0;25,5;
2018-09-17;32,4;20,7;
2018-09-18;0;29;
2018-09-19;0;31,6;
2018-09-20;43;20,5;
2018-09-21;12;29,3;
2018-09-22;0;32,5;
2018-09-23;0;34,5;
2018-09-24;0;35,7;
2018-09-25;0;33,2;
2018-09-26;0;31,2;
2018-09-27;12,4;25,2;
2018-09-28;,8;29,4;
2018-09-29;0;31,1;
2018-09-30;1;26;
2018-10-01;21,6;31;
2018-10-02;0;29;
2018-10-03;0;32,3;
2018-10-04;2,6;31;
2018-10-05;0;29;
2018-10-06;0;26,7;
2018-10-07;0;30,4;
2018-10-08;34,8;25,8;
2018-10-09;25,4;24,8;
2018-10-10;8,8;22,6;
2018-10-11;9,6;23,4;
2018-10-12;1,6;30,8;
2018-10-13;0;31,8;
2018-10-14;13,2;31,9;
2018-10-15;18,8;29;
2018-10-16;0;30,5;
2018-10-17;0;31,7;
2018-10-18;10,8;31,5;
2018-10-19;28,4;27,9;
2018-10-20;0;28,7;
2018-10-21;0;28,2;
2018-10-22;0;31,7;
2018-10-23;0;31,5;
2018-10-24;33,6;21,5;
2018-10-25;5;22,5;
2018-10-26;13,8;22,8;
2018-10-27;60,2;26,7;
2018-10-28;0;29;
2018-10-29;0;28;
2018-10-30;0;31,7;
2018-10-31;0;32,4;
2018-11-01;12,6;21,7;
2018-11-02;15,4;30,4;
2018-11-03;0;32,5;
2018-11-04;0;31,4;
2018-11-05;29,8;30;
2018-11-06;0;30,2;
2018-11-07;0;29,1;
2018-11-08;0;28,7;
2018-11-09;0;27,6;
2018-11-10;0;26,9;
2018-11-11;0;32,6;
2018-11-12;0;33,9;
2018-11-13;0;34,5;
2018-11-14;0;32;
2018-11-15;3,8;29,8;
2018-11-16;0;32,5;
2018-11-17;5;31,7;
2018-11-18;,2;27,7;
2018-11-19;27,4;24,9;
2018-11-20;0;28,4;
2018-11-21;0;30,3;
2018-11-22;0;30,8;
2018-11-23;5,4;26,4;
2018-11-24;56;27;
2018-11-25;,2;30,9;
2018-11-26;0;30;
2018-11-27;0;30,2;
2018-11-28;0;31,2;
2018-11-29;0;29,6;
2018-11-30;,4;31,3;
2018-12-01;1,2;29,7;
2018-12-02;,2;30,1;
2018-12-03;0;29,4;
2018-12-04;0;30,6;
2018-12-05;0;31,6;
2018-12-06;0;32,6;
2018-12-07;0;30;
2018-12-08;0;27,1;
2018-12-09;0;29,5;
2018-12-10;0;33,4;
2018-12-11;0;34,6;
2018-12-12;0;35,5;
2018-12-13;0;34,4;
2018-12-14;0;34,3;
2018-12-15;0;33,7;
2018-12-16;42,4;33,4;
2018-12-17;0;36,6;
2018-12-18;,2;33,3;
2018-12-19;,4;34,1;
2018-12-20;0;34,2;
2018-12-21;4,8;32,6;
2018-12-22;8,2;32,3;
2018-12-23;,4;26,8;
2018-12-24;3;29,3;
2018-12-25;34;29;
2018-12-26;,2;30,1;
2018-12-27;6;31,2;
2018-12-28;3,2;31,8;
2018-12-29;,4;32,4;
2018-12-30;0;30,6;
2018-12-31;,6;32,2;
2019-01-01;7,8;33,1;
2019-01-02;2,4;31,7;
2019-01-03;0;33,8;
2019-01-04;0;31,7;
2019-01-05;28;29;
2019-01-06;2;28,3;
2019-01-07;,2;31;
2019-01-08;9,2;31,9;
2019-01-09;0;33,6;
2019-01-10;0;29,7;
2019-01-11;,2;33,2;
2019-01-12;29,6;31,5;
2019-01-13;0;32,1;
2019-01-14;0;33,5;
2019-01-15;36,2;33,2;
2019-01-16;2,6;34,1;
2019-01-17;39,8;34,5;
2019-01-18;11,6;30,5;
2019-01-19;,2;31,5;
2019-01-20;0;30,6;
2019-01-21;17,4;33,2;
2019-01-22;0;34,5;
2019-01-23;0;34,9;
2019-01-24;0;31,5;
2019-01-25;0;30,6;
2019-01-26;0;31,8;
2019-01-27;0;31,3;
2019-01-28;,2;33,3;
2019-01-29;0;36,2;
2019-01-30;0;37,1;
2019-01-31;0;33,7;
2019-02-01;0;36,8;
2019-02-02;0;38,1;
2019-02-03;0;34,5;
2019-02-04;0;29,1;
2019-02-05;9,8;29,2;
2019-02-06;0;31,7;
2019-02-07;0;33,1;
2019-02-08;0;34,9;
2019-02-09;0;37,2;
2019-02-10;0;35,5;
2019-02-11;0;33,4;
2019-02-12;27,4;28,2;
2019-02-13;11,4;29,4;
2019-02-14;0;29,1;
2019-02-15;0;27,9;
2019-02-16;6,8;30,5;
2019-02-17;7,2;28,9;
2019-02-18;1,2;30,6;
2019-02-19;2,8;28,8;
2019-02-20;,4;31,3;
2019-02-21;0;30,6;
2019-02-22;8,2;32,2;
2019-02-23;0;34,3;
2019-02-24;0;35;
2019-02-25;1,2;32,6;
2019-02-26;23,4;28,6;
2019-02-27;18,2;25,8;
2019-02-28;null;null;
2019-03-01;null;null;
2019-03-02;null;null;
2019-03-03;null;null;
2019-03-04;null;null;
2019-03-05;null;null;
2019-03-06;null;null;
2019-03-07;null;null;
2019-03-08;null;null;
2019-03-09;null;null;
2019-03-10;null;null;
2019-03-11;null;null;
2019-03-12;null;null;
2019-03-13;null;null;
2019-03-14;null;null;
2019-03-15;null;null;
2019-03-16;null;null;
2019-03-17;null;null;
2019-03-18;null;null;
2019-03-19;null;null;
2019-03-20;null;null;
2019-03-21;null;null;
2019-03-22;null;null;
2019-03-23;null;null;
2019-03-24;null;null;
2019-03-25;null;null;
2019-03-26;null;null;
2019-03-27;null;null;
2019-03-28;null;null;
2019-03-29;null;null;
2019-03-30;null;null;
2019-03-31;null;null;
2019-04-01;null;null;
2019-04-02;null;null;
2019-04-03;null;null;
2019-04-04;null;null;
2019-04-05;null;null;
2019-04-06;null;null;
2019-04-07;null;null;
2019-04-08;null;null;
2019-04-09;null;null;
2019-04-10;null;null;
2019-04-11;null;null;
2019-04-12;null;null;
2019-04-13;null;null;
2019-04-14;null;null;
2019-04-15;null;null;
2019-04-16;null;null;
2019-04-17;null;null;
2019-04-18;null;null;
2019-04-19;null;null;
2019-04-20;null;null;
2019-04-21;null;null;
2019-04-22;null;null;
2019-04-23;null;null;
2019-04-24;null;null;
2019-04-25;null;null;
2019-04-26;null;null;
2019-04-27;null;31,8;
2019-04-28;29,8;26,6;
2019-04-29;14,8;26,2;
2019-04-30;0;27,2;
2019-05-01;0;23,8;
2019-05-02;0;25,6;
2019-05-03;0;29,7;
2019-05-04;0;29,9;
2019-05-05;0;31;
2019-05-06;0;31,6;
2019-05-07;1;30,1;
2019-05-08;0;28,8;
2019-05-09;0;27,9;
2019-05-10;0;30,3;
2019-05-11;0;28,3;
2019-05-12;7,8;26,2;
2019-05-13;0;25,1;
2019-05-14;0;20,7;
2019-05-15;0;25,3;
2019-05-16;0;26;
2019-05-17;0;25,8;
2019-05-18;0;26,9;
2019-05-19;0;26,2;
2019-05-20;0;27,1;
2019-05-21;0;27,5;
2019-05-22;0;27,2;
2019-05-23;4,2;23,7;
2019-05-24;25,6;19;
2019-05-25;,2;21,2;
2019-05-26;0;23,2;
2019-05-27;0;27,7;
2019-05-28;0;23,7;
2019-05-29;18,4;27,4;
2019-05-30;0;29,4;
2019-05-31;5,2;28,6;
2019-06-01;33,4;24,4;
2019-06-02;15,4;24,9;
2019-06-03;22;23,5;
2019-06-04;0;22,9;
2019-06-05;0;21,4;
2019-06-06;0;23,4;
2019-06-07;0;26,8;
2019-06-08;0;27,1;
2019-06-09;0;24,6;
2019-06-10;0;24,6;
2019-06-11;0;27,1;
2019-06-12;0;27,9;
2019-06-13;0;29,1;
2019-06-14;0;29,1;
2019-06-15;0;28,2;
2019-06-16;0;29;
2019-06-17;0;27;
2019-06-18;0;26,6;
2019-06-19;0;28,2;
2019-06-20;0;28,1;
2019-06-21;0;26,6;
2019-06-22;0;26,9;
2019-06-23;0;27,3;
2019-06-24;0;27,5;
2019-06-25;0;28,4;
2019-06-26;5,2;22,5;
2019-06-27;3,8;21,7;
2019-06-28;,4;29,2;
2019-06-29;0;29,4;
2019-06-30;0;29,7;
2019-07-01;0;29,3;
2019-07-02;0;27,6;
2019-07-03;,2;22,5;
2019-07-04;17,8;19,7;
2019-07-05;8,6;18,1;
2019-07-06;null;14,5;
2019-07-07;0;20,3;
2019-07-08;0;21,9;
2019-07-09;0;25,3;
2019-07-10;0;26,5;
2019-07-11;0;27,1;
2019-07-12;0;27,4;
2019-07-13;0;28,3;
2019-07-14;0;30;
2019-07-15;0;22,7;
2019-07-16;4,6;22,3;
2019-07-17;0;20,3;
2019-07-18;0;22,8;
2019-07-19;0;24,1;
2019-07-20;0;26;
2019-07-21;0;25,7;
2019-07-22;0;27,6;
2019-07-23;0;28,3;
2019-07-24;0;28,9;
2019-07-25;0;28,9;
2019-07-26;0;27,3;
2019-07-27;0;27,5;
2019-07-28;0;28,1;
2019-07-29;0;27,7;
2019-07-30;0;25,1;
2019-07-31;,4;28,9;
2019-08-01;0;30,6;
2019-08-02;0;26,1;
2019-08-03;0;20;
2019-08-04;0;20,3;
2019-08-05;0;23,5;
2019-08-06;0;25,4;
2019-08-07;0;28,8;
2019-08-08;0;30,7;
2019-08-09;0;32;
2019-08-10;0;26,9;
2019-08-11;0;31,9;
2019-08-12;0;33,3;
2019-08-13;0;29,1;
2019-08-14;0;25,2;
2019-08-15;0;26,5;
2019-08-16;0;27,7;
2019-08-17;0;31,3;
2019-08-18;0;27,7;
2019-08-19;,4;27,5;
2019-08-20;0;26,6;
2019-08-21;0;26,6;
2019-08-22;0;27;
2019-08-23;,2;26,2;
2019-08-24;0;26,7;
2019-08-25;0;27,6;
2019-08-26;0;29,5;
2019-08-27;0;26;
2019-08-28;0;30,1;
2019-08-29;0;31;
2019-08-30;0;33,8;
2019-08-31;0;33,4;
2019-09-01;22,4;20,2;
2019-09-02;21;23,6;
2019-09-03;,4;26,8;
2019-09-04;0;29,5;
2019-09-05;0;26,3;
2019-09-06;0;28,2;
2019-09-07;0;34,1;
2019-09-08;0;35,8;
2019-09-09;0;36;
2019-09-10;0;36,4;
2019-09-11;0;36,5;
2019-09-12;0;34,2;
2019-09-13;0;33,3;
2019-09-14;0;34,3;
2019-09-15;0;35,3;
2019-09-16;0;36,8;
2019-09-17;0;37,1;
2019-09-18;0;30,5;
2019-09-19;0;28,3;
2019-09-20;,2;32,5;
2019-09-21;8,8;26,2;
2019-09-22;0;29;
2019-09-23;0;27,6;
2019-09-24;0;29,4;
2019-09-25;4,6;24,6;
2019-09-26;1,4;26,8;
2019-09-27;0;30,2;
2019-09-28;0;29,3;
2019-09-29;0;31,1;
2019-09-30;0;33;
2019-10-01;0;35,6;
2019-10-02;0;37,1;
2019-10-03;0;34,9;
2019-10-04;0;35,5;
2019-10-05;0;35,4;
2019-10-06;4,4;26;
2019-10-07;22;23,2;
2019-10-08;,8;29,5;
2019-10-09;0;32,4;
2019-10-10;0;33,5;
2019-10-11;0;34,2;
2019-10-12;0;36,6;
2019-10-13;0;36,7;
2019-10-14;0;35,4;
2019-10-15;0;29,3;
2019-10-16;0;33,5;
2019-10-17;0;33,5;
2019-10-18;0;35,3;
2019-10-19;,8;33,5;
2019-10-20;0;32,6;
2019-10-21;2,6;26,1;
2019-10-22;18,6;27,5;
2019-10-23;0;30;
2019-10-24;0;32,7;
2019-10-25;0;35,2;
2019-10-26;0;36,3;
2019-10-27;0;36,9;
2019-10-28;8,2;30,9;
2019-10-29;48,2;33,4;
2019-10-30;0;35,9;
2019-10-31;0;35,2;
2019-11-01;0;34,6;
2019-11-02;0;34,6;
2019-11-03;0;36,7;
2019-11-04;0;36;
2019-11-05;0;35,4;
2019-11-06;4,8;27,9;
2019-11-07;0;29,6;
2019-11-08;0;31,8;
2019-11-09;6,8;31,1;
2019-11-10;5,8;27,7;
2019-11-11;,8;30,8;
2019-11-12;1,8;31,9;
2019-11-13;0;32,5;
2019-11-14;12;27,4;
2019-11-15;10,6;29,6;
2019-11-16;0;30,9;
2019-11-17;0;31,5;
2019-11-18;0;32,1;
2019-11-19;0;32,4;
2019-11-20;0;33,4;
2019-11-21;0;33,8;
2019-11-22;0;34,1;
2019-11-23;0;34,3;
2019-11-24;1;29,2;
2019-11-25;0;31,3;
2019-11-26;0;32,6;
2019-11-27;7,2;26;
2019-11-28;21,2;29,9;
2019-11-29;,4;30,8;
2019-11-30;0;32,9;
2019-12-01;0;31,9;
2019-12-02;,2;31,5;
2019-12-03;0;27,9;
2019-12-04;48,4;28,1;
2019-12-05;54,6;26,1;
2019-12-06;15,4;29,4;
2019-12-07;0;30,3;
2019-12-08;0;31,5;
2019-12-09;5,8;26,7;
2019-12-10;5,6;29;
2019-12-11;1,6;26,9;
2019-12-12;22,2;29,5;
2019-12-13;0;31,3;
2019-12-14;0;26,5;
2019-12-15;17,2;29;
2019-12-16;37,2;26,1;
2019-12-17;21,4;21,4;
2019-12-18;22,8;27,1;
2019-12-19;2,6;29,2;
2019-12-20;34,6;29,8;
2019-12-21;11,8;24,6;
2019-12-22;21,6;29,6;
2019-12-23;8,2;29,9;
2019-12-24;0;30;
2019-12-25;0;32,2;
2019-12-26;0;33,7;
2019-12-27;0;34,3;
2019-12-28;0;32,3;
2019-12-29;0;32,4;
2019-12-30;20;33,6;
2019-12-31;0;34,3;
2020-01-01;0;32,5;
2020-01-02;,8;30,4;
2020-01-03;,2;26,7;
2020-01-04;19,8;29,2;
2020-01-05;9;28,6;
2020-01-06;0;31,3;
2020-01-07;4,2;27,4;
2020-01-08;48,6;30,6;
2020-01-09;,4;29,5;
2020-01-10;24,6;29,2;
2020-01-11;3,2;31,8;
2020-01-12;,2;31;
2020-01-13;11,2;29;
2020-01-14;0;29,6;
2020-01-15;0;33,2;
2020-01-16;3,4;33,2;
2020-01-17;15;28,7;
2020-01-18;0;29,5;
2020-01-19;0;30,6;
2020-01-20;0;31,4;
2020-01-21;0;30,4;
2020-01-22;0;27,8;
2020-01-23;6;25,3;
2020-01-24;1,8;29,4;
2020-01-25;0;30,8;
2020-01-26;0;33,2;
2020-01-27;0;33,7;
2020-01-28;0;34,8;
2020-01-29;0;30,4;
2020-01-30;,2;29,4;
2020-01-31;5,4;27,9;
2020-02-01;0;29,7;
2020-02-02;10,8;28,2;
2020-02-03;64,4;28,3;
2020-02-04;0;26,7;
2020-02-05;0;29;
2020-02-06;1;31,8;
2020-02-07;0;31,2;
2020-02-08;0;30,7;
2020-02-09;0;31,5;
2020-02-10;0;30,2;
2020-02-11;0;28,2;
2020-02-12;0;30,1;
2020-02-13;0;32;
2020-02-14;0;31,2;
2020-02-15;0;34,4;
2020-02-16;0;35,1;
2020-02-17;0;34,8;
2020-02-18;5,8;34,6;
2020-02-19;0;33,3;
2020-02-20;9;34,1;
2020-02-21;,8;33,2;
2020-02-22;,2;32,9;
2020-02-23;0;30;
2020-02-24;0;30,9;
2020-02-25;0;29,8;
2020-02-26;43,4;25,1;
2020-02-27;8,6;29,8;
2020-02-28;,2;29,5;
2020-02-29;0;30,7;
2020-03-01;null;30,6;
2020-03-02;null;29,8;
2020-03-03;null;29,9;
2020-03-04;null;30,3;
2020-03-05;null;31,6;
2020-03-06;null;31,3;
2020-03-07;null;30,3;
2020-03-08;null;29,4;
2020-03-09;null;31,9;
2020-03-10;null;33,2;
2020-03-11;null;34,1;
2020-03-12;null;34,6;
2020-03-13;null;34,9;
2020-03-14;null;34,6;
2020-03-15;null;35,2;
2020-03-16;null;34,9;
2020-03-17;null;33;
2020-03-18;null;30,8;
2020-03-19;null;30,7;
2020-03-20;null;29,1;
2020-03-21;null;30,5;
2020-03-22;null;31;
2020-03-23;null;29,9;
2020-03-24;null;30,7;
2020-03-25;null;29,9;
2020-03-26;null;29,6;
2020-03-27;null;31,1;
2020-03-28;null;32,3;
2020-03-29;null;27,7;
2020-03-30;null;30,9;
2020-03-31;null;31,9;
2020-04-01;null;32,4;
2020-04-02;null;32,8;
2020-04-03;null;27,5;
2020-04-04;null;28,8;
2020-04-05;null;31;
2020-04-06;null;33,7;
2020-04-07;null;27;
2020-04-08;null;28;
2020-04-09;null;28;
2020-04-10;null;28,1;
2020-04-11;null;28,4;
2020-04-12;null;28,9;
2020-04-13;null;29,8;
2020-04-14;null;25,5;
2020-04-15;null;21,4;
2020-04-16;null;24,4;
2020-04-17;null;27,8;
2020-04-18;null;27,7;
2020-04-19;null;28;
2020-04-20;null;29,2;
2020-04-21;null;28,8;
2020-04-22;null;29,3;
2020-04-23;null;27,8;
2020-04-24;null;29,4;
2020-04-25;null;31;
2020-04-26;null;31,3;
2020-04-27;null;28,9;
2020-04-28;null;28,6;
2020-04-29;null;30,2;
2020-04-30;null;29,9;
2020-05-01;null;31,1;
2020-05-02;0;27,3;
2020-05-03;0;27,5;
